11.6902,36.2411,0.0656375,5,1.22e+08
-11.6951,-18.4569,0.0673642,5,1.27e+08
11.7045,17.1747,0.0674404,5,1.3e+08
-11.5693,-28.8533,0.0675613,5,1.4e+08
10.1773,7.03913,0.0694152,5,1.53e+08
-11.3321,0.662275,0.0695346,5,1.55e+08
-7.13948,7.90353,-21.4573,5,1.71e+08
6.66367,-0.385192,-2.99187,5,1.73e+08
9.87589,16.4079,-2.92776,5,1.74e+08
-3.58544,-6.24703,-30.935,5,1.82e+08
14.9686,38.3889,-41.4869,5,1.92e+08
19.9474,56.9467,-40.6588,5,1.93e+08
59.7563,155.001,-36.1866,5,2.12e+08
57.5553,152.637,-35.2978,5,2.13e+08
16.2238,92.2429,-24.6887,5,2.26e+08
14.7408,85.0614,-24.0048,5,2.27e+08
11.8952,84.9255,-23.3273,5,2.28e+08
10.3418,81.7333,-22.6698,5,2.29e+08
4.06388,65.3552,-17.2721,5,2.38e+08
5.77109,80.4799,-12.6016,5,2.48e+08
5.87983,74.1831,-12.2069,5,2.49e+08
-3.8919,54.0831,-7.62089,5,2.63e+08
-0.331223,62.8851,-5.58007,5,2.72e+08
1.63022,57.5455,-5.39136,5,2.73e+08
12.9187,92.7551,-4.20108,5,2.8e+08
17.6233,102.539,-4.06255,5,2.81e+08
53.1674,179.149,-2.87805,5,2.91e+08
61.0835,195.488,-2.78787,5,2.92e+08
58.798,189.37,-1.41805,5,3.09e+08
65.009,192.643,-1.3392,5,3.11e+08
65.7111,198.278,-1.29131,5,3.12e+08
76.7954,207.327,-0.691223,5,3.31e+08
75.3028,197.398,-0.662335,5,3.32e+08
46.2333,136.75,-0.314625,5,3.5e+08
44.5784,123.816,-0.303719,5,3.51e+08
-12.0671,45.7253,0.0598387,5,3.69e+08
-7.51235,60.0279,0.0216975,5,3.7e+08
67.5491,203.402,-0.257642,5,3.89e+08
67.6925,202.238,-0.246328,5,3.9e+08
11.64,77.6402,0.154871,5,4.08e+08
6.85261,70.053,0.185029,5,4.09e+08
-34.8279,-13.0252,0.405666,5,4.19e+08
-88.3463,-127.183,0.590222,5,4.27e+08
-97.066,-149.578,0.614809,5,4.28e+08
-156.523,-245.249,0.741258,5,4.36e+08
-145.566,-224.604,0.943779,5,4.46e+08
-141.615,-221.83,0.978689,5,4.47e+08
-117.27,-177.22,1.264,5,4.56e+08
-93.1333,-122.572,1.53033,5,4.65e+08
-90.2553,-115.698,1.56132,5,4.66e+08
-83.5293,-103.072,1.58227,5,4.71e+08
-115.195,-166.179,0.862082,5,4.84e+08
-116.667,-162.059,0.818533,5,4.85e+08
-90.7674,-142.853,0.554616,5,5.04e+08
-95.2241,-157.919,0.456788,5,5.05e+08
-177.017,-345.635,-1.00707,5,5.16e+08
-210.467,-407.627,-1.58621,5,5.24e+08
-210.521,-404.381,-1.59763,5,5.25e+08
-287.863,-613.527,-2.99432,5,5.39e+08
-319.356,-675.007,-3.5895,5,5.43e+08
-327.579,-688.348,-3.75329,5,5.44e+08
-301.715,-668.31,-3.46525,5,5.71e+08
-295.423,-654.158,-3.36234,5,5.72e+08
-176.137,-504.521,-1.54153,5,5.9e+08
-175.651,-491.09,-1.69009,5,5.91e+08
-166.092,-481.174,-1.80499,5,5.94e+08
-119.592,-392.034,-1.75884,5,6.09e+08
-119.288,-378.326,-1.82877,5,6.1e+08
-51.716,-229.677,-0.710673,5,6.19e+08
79.6509,53.0799,1.54777,5,6.28e+08
100.687,88.2027,1.90386,5,6.29e+08
254.55,370.269,3.78664,5,6.39e+08
368.371,626.921,4.21908,5,6.47e+08
382.803,650.943,4.22352,5,6.48e+08
521.87,941.216,2.92635,5,6.61e+08
538.98,997.59,2.47386,5,6.68e+08
544.864,1001.86,2.28762,5,6.69e+08
580.5,1031.53,0.903279,5,6.77e+08
559.216,921.214,1.37372,5,6.87e+08
549.069,891.627,1.78265,5,6.88e+08
298.061,407.234,10.7191,5,7.06e+08
285.26,384.233,11.06,5,7.07e+08
166.827,159.361,12.4269,5,7.2e+08
114.443,31.2458,13.2988,5,7.25e+08
102.761,-3.69388,13.5306,5,7.26e+08
0.056477,-211.622,15.4381,5,7.34e+08
-97.1885,-394.27,14.6299,5,7.47e+08
-101.857,-405.604,14.4687,5,7.48e+08
-111.165,-405.993,12.8214,5,7.55e+08
-75.7148,-260.682,10.5978,5,7.66e+08
-60.8974,-232.868,10.4037,5,7.67e+08
141.334,217.77,7.53362,5,7.87e+08
147.193,232.046,7.41975,5,7.88e+08
188.949,381.021,6.1184,5,7.99e+08
221.671,485.362,5.03736,5,8.07e+08
224.294,495.11,4.91171,5,8.08e+08
266.309,604.795,2.31912,5,8.26e+08
263.643,599.226,2.25465,5,8.27e+08
85.7164,287.759,4.047,5,8.45e+08
72.8526,269.717,4.22788,5,8.46e+08
-32.875,43.4115,5.51202,5,8.55e+08
-154.545,-188.568,6.86005,5,8.64e+08
-163.808,-201.964,6.90232,5,8.65e+08
-321.914,-521.916,6.31346,5,8.83e+08
-324.724,-522.479,6.25533,5,8.84e+08
-266.63,-372.288,6.69147,5,9.02e+08
-259.506,-365.748,6.80209,5,9.03e+08
-234.174,-361.421,5.1847,5,9.21e+08
-238.638,-378.059,4.893,5,9.22e+08
-244.88,-391.156,4.54404,5,9.23e+08
-320.36,-558.818,-0.0300787,5,9.41e+08
-327.264,-566.294,-0.336471,5,9.42e+08
-332.807,-574.701,-0.593226,5,9.43e+08
-388.686,-707.232,-2.81432,5,9.49e+08
-428.867,-721.697,-4.50086,5,9.61e+08
-427.812,-718.82,-4.49747,5,9.62e+08
-371.579,-610.679,-3.03064,5,9.74e+08
-333.963,-568.034,-2.24504,5,9.8e+08
-328.025,-556.898,-2.15189,5,9.81e+08
-227.012,-381.382,0.494342,5,9.92e+08
-147.904,-230.58,2.55646,6,0
-135.81,-212.796,2.90649,6,1e+06
-32.2605,-34.7296,4.1434,6,2e+07
-27.6773,-21.7198,4.16513,6,2.1e+07
40.9966,67.6845,4.11378,6,4.1e+07
46.9845,74.5749,4.135,6,4.2e+07
10.6136,-90.1411,3.42582,6,6e+07
5.18251,-90.7335,3.39749,6,6.1e+07
-19.5239,-202.043,3.12464,6,6.9e+07
-137.421,-523.555,2.63528,6,7.9e+07
-151.938,-557.345,2.58574,6,8e+07
-261.86,-774.075,1.56333,6,9.2e+07
-285.154,-850.832,0.73015,6,9.9e+07
-291.434,-868.297,0.564085,6,1e+08
-414.765,-1182.7,-4.44704,6,1.19e+08
-415.19,-1192.43,-4.66332,6,1.2e+08
-387.32,-1176.05,-5.97084,6,1.3e+08
-310.168,-1072.44,-5.05689,6,1.38e+08
-296.587,-1052.46,-5.06506,6,1.4e+08
-228.866,-900.002,-4.41173,6,1.48e+08
-129.387,-681.453,-3.40227,6,1.59e+08
-120.919,-658.303,-3.36174,6,1.6e+08
52.1818,-299.28,-1.74483,6,1.79e+08
64.9993,-281.168,-1.5619,6,1.8e+08
225.625,36.3555,-0.00995759,6,2e+08
235.111,52.0372,0.040448,6,2.01e+08
356.425,290.037,0.579454,6,2.2e+08
363.832,293.867,0.533276,6,2.21e+08
453.185,429.849,-0.0832122,6,2.39e+08
458.912,433.054,-0.205523,6,2.4e+08
518.604,549.362,-2.00143,6,2.5e+08
542.465,605.635,-3.04914,6,2.58e+08
545.155,630.354,-3.21261,6,2.59e+08
584.469,718.939,-5.43272,6,2.65e+08
604.362,797.611,-7.10025,6,2.79e+08
584.514,702.836,-6.29013,6,2.97e+08
576.952,687.494,-5.84311,6,2.98e+08
475.461,518.782,-3.02177,6,3.18e+08
470.701,515.953,-3.05455,6,3.19e+08
415.18,496.756,-4.63884,6,3.34e+08
407.166,504.811,-5.11229,6,3.37e+08
405.628,509.756,-5.34576,6,3.38e+08
385.653,575.314,-8.67191,6,3.58e+08
386.474,575.833,-8.88455,6,3.59e+08
387.988,610.893,-10.0983,6,3.67e+08
398.907,670.485,-12.0247,6,3.77e+08
399.774,671.097,-12.2295,6,3.78e+08
391.999,715.737,-13.3267,6,3.87e+08
399.294,837.435,-15.5222,6,3.96e+08
403.99,874.758,-15.9827,6,3.97e+08
407.207,1037.15,-19.98,6,4.16e+08
404.238,1039.33,-20.0146,6,4.17e+08
376.534,1050.97,-20.4619,6,4.29e+08
357.631,1016.97,-20.6163,6,4.36e+08
353.492,1009.98,-20.5956,6,4.37e+08
295.254,938.09,-19.9533,6,4.48e+08
276.469,966.423,-21.0206,6,4.56e+08
277.078,988.685,-21.3159,6,4.57e+08
282.025,1092.75,-24.5396,6,4.7e+08
245.084,1064.33,-24.111,6,4.76e+08
239.187,1058.37,-24.0564,6,4.77e+08
77.1086,794.136,-20.7612,6,4.96e+08
63.1342,772.058,-20.4422,6,4.97e+08
-160.448,379.973,-15.5055,6,5.15e+08
-172.995,362.581,-15.2812,6,5.16e+08
-224.404,289.435,-14.2888,6,5.21e+08
-440.447,-119.226,-11.5868,6,5.36e+08
-455.994,-134.606,-11.4939,6,5.37e+08
-637.417,-501.764,-10.324,6,5.56e+08
-647.808,-520.461,-10.3986,6,5.57e+08
-868.121,-890.839,-14.8757,6,5.75e+08
-876.719,-898.4,-15.0105,6,5.76e+08
-928.953,-958.407,-13.8051,6,5.95e+08
-917.556,-938.133,-13.0447,6,5.98e+08
-742.366,-707.426,-2.53776,6,6.18e+08
-736.868,-703.534,-2.49045,6,6.19e+08
-698.354,-641.172,-7.02304,6,6.4e+08
-695.626,-675.173,-12.9159,6,6.58e+08
-694.713,-668.33,-13.3152,6,6.59e+08
-689.636,-685.034,-14.2479,6,6.62e+08
-641.059,-736.077,-18.3347,6,6.77e+08
-631.365,-718.512,-18.0907,6,6.78e+08
-382.276,-390.118,-6.65592,6,6.97e+08
-365.436,-370.02,-5.77611,6,6.98e+08
-301.034,-261.354,-2.61893,6,7.02e+08
-88.5916,34.7974,4.73456,6,7.18e+08
-76.4013,61.7646,4.98519,6,7.19e+08
29.6407,153.288,6.71554,6,7.29e+08
115.239,265.838,7.55496,6,7.38e+08
125.071,274.764,7.65104,6,7.39e+08
234.445,352.346,7.78441,6,7.57e+08
235.594,355.943,7.74045,6,7.58e+08
233.926,209.48,7.31468,6,7.76e+08
239.463,212.898,7.21536,6,7.77e+08
245.544,221.129,7.1043,6,7.78e+08
253.009,220.58,6.96226,6,7.79e+08
264.259,209.49,6.6976,6,7.82e+08
303.073,177.51,4.91308,6,7.97e+08
305.455,166.178,4.76007,6,7.98e+08
259.091,21.334,4.29284,6,8.13e+08
246.749,-27.8192,4.11464,6,8.17e+08
240.214,-44.1192,4.19409,6,8.18e+08
194.491,-166.745,3.42282,6,8.35e+08
194.652,-145.502,2.80166,6,8.4e+08
200.296,-140.393,2.49826,6,8.41e+08
252.674,-59.2561,-0.0674012,6,8.52e+08
267.602,-19.97,-0.867149,6,8.59e+08
272.295,-19.5705,-1.05374,6,8.6e+08
288.381,21.9229,-2.26682,6,8.79e+08
280.67,9.88664,-2.08328,6,8.8e+08
191.797,-124.416,0.0793656,6,8.91e+08
151.141,-189.089,0.875563,6,8.98e+08
145.772,-202.798,0.966856,6,8.99e+08
-59.1027,-583.343,4.9523,6,9.18e+08
-69.5689,-600.573,5.06818,6,9.19e+08
-286.026,-972.678,5.30631,6,9.38e+08
-299.636,-989.843,5.21531,6,9.39e+08
-405.146,-1210.67,3.80405,6,9.47e+08
-476.683,-1359.96,0.813618,6,9.57e+08
-477.969,-1363.67,0.561019,6,9.58e+08
-509.182,-1434.88,-4.70981,6,9.76e+08
-510.487,-1434.59,-5.0141,6,9.77e+08
-457.637,-1180.3,-7.68976,6,9.97e+08
-451.054,-1163.4,-7.70943,6,9.98e+08
-388.663,-1038.63,-8.06517,7,7e+06
-287.355,-844.452,-7.2247,7,1.7e+07
-275.905,-843.971,-7.06153,7,1.8e+07
-75.1674,-437.654,-3.68278,7,3.7e+07
-62.7197,-406.534,-3.39373,7,3.8e+07
158.519,26.5541,0.979551,7,5.6e+07
168.779,44.6176,1.08582,7,5.7e+07
234.7,142.628,1.59368,7,6.5e+07
285.054,204.647,1.86976,7,7.6e+07
287.606,206.237,1.89021,7,7.7e+07
310.582,189.914,2.22672,7,9.6e+07
306.946,177.258,2.34775,7,9.7e+07
347.049,219.775,0.992462,7,1.18e+08
360.165,237.401,0.553074,7,1.2e+08
366.157,244.387,0.35224,7,1.21e+08
442.455,320.3,-2.25945,7,1.41e+08
445.083,329.544,-2.37652,7,1.42e+08
469.9,383.083,-3.59164,7,1.49e+08
529.698,540.487,-7.07623,7,1.61e+08
538.839,552.184,-7.61293,7,1.62e+08
588.455,697.131,-10.5106,7,1.68e+08
794.763,1205.24,-22.2811,7,1.81e+08
814.08,1239.39,-23.3623,7,1.82e+08
832.129,1268.21,-24.3489,7,1.83e+08
1237.5,2086.84,-50.015,7,2.01e+08
1260.85,2134.83,-51.6982,7,2.02e+08
1433.06,2464.38,-69.6895,7,2.23e+08
1324.39,2346.36,-64.0114,7,2.3e+08
1304.73,2327.07,-62.8517,7,2.31e+08
996.815,1841.13,-47.1503,7,2.5e+08
982.52,1805.94,-46.5404,7,2.51e+08
697.755,1182.49,-32.5531,7,2.69e+08
678.122,1145.54,-31.6444,7,2.7e+08
253.5,503.302,-13.847,7,2.89e+08
234.444,482.002,-13.4157,7,2.9e+08
14.6382,301.555,-12.0876,7,3.08e+08
5.19368,303.328,-12.0395,7,3.09e+08
-127.49,153.332,-9.54101,7,3.2e+08
-249.756,129.445,-7.69401,7,3.35e+08
-259.082,131.067,-7.59915,7,3.36e+08
-343.202,94.5494,-6.77116,7,3.45e+08
-414.305,78.7659,-5.92969,7,3.54e+08
-419.23,84.0788,-5.83401,7,3.55e+08
-469.511,70.0616,-5.42323,7,3.63e+08
-518.303,54.5856,-5.29083,7,3.73e+08
-524.449,65.1166,-5.38367,7,3.74e+08
-553.675,65.2711,-5.67305,7,3.8e+08
-577.332,80.1093,-5.20083,7,3.92e+08
-581.625,85.6611,-5.32978,7,3.93e+08
-614.704,72.9369,-6.12144,7,4.02e+08
-648.277,60.0872,-7.36816,7,4.11e+08
-650.402,57.1442,-7.44691,7,4.12e+08
-648.653,104.372,-7.2839,7,4.24e+08
-604.907,194.708,-4.90162,7,4.3e+08
-596.369,217.534,-4.4877,7,4.31e+08
-526.683,299.207,-3.82164,7,4.49e+08
-522.387,296.803,-4.06876,7,4.51e+08
-550.85,159.782,-9.56493,7,4.68e+08
-558.502,151.459,-10.2617,7,4.69e+08
-563.944,128.947,-10.7457,7,4.7e+08
-699.238,-175.773,-20.1156,7,4.82e+08
-775.692,-345.983,-24.8478,7,4.88e+08
-784.882,-369.832,-25.413,7,4.89e+08
-844.044,-531.006,-29.0431,7,4.97e+08
-832.798,-617.698,-28.4822,7,5.07e+08
-829.679,-618.282,-28.3679,7,5.08e+08
-742.629,-656.896,-23.0889,7,5.28e+08
-741.417,-655.581,-23.1516,7,5.29e+08
-654.519,-563.048,-17.8019,7,5.47e+08
-649.386,-563.086,-17.6111,7,5.48e+08
-576.647,-570.941,-18.0939,7,5.66e+08
-573.899,-580.104,-18.332,7,5.67e+08
-500.706,-615.686,-20.3735,7,5.85e+08
-490.991,-604.823,-20.0354,7,5.86e+08
-396.14,-600.625,-17.9816,7,6.02e+08
-401.68,-619.91,-19.0691,7,6.05e+08
-403.517,-620.264,-19.4412,7,6.06e+08
-409.326,-676.537,-21.0552,7,6.13e+08
-406.993,-749.089,-22.6291,7,6.25e+08
-407.277,-757.349,-22.8154,7,6.26e+08
-407.314,-764.031,-22.9982,7,6.27e+08
-351.696,-762.99,-22.4679,7,6.38e+08
-302.472,-772.312,-21.7755,7,6.45e+08
-300.687,-779.947,-21.9637,7,6.46e+08
-352.902,-1098.75,-27.5646,7,6.66e+08
-359.891,-1123.06,-27.9336,7,6.67e+08
-406.046,-1246.34,-30.126,7,6.74e+08
-427.778,-1281.5,-31.8586,7,6.86e+08
-423.444,-1272.87,-31.839,7,6.87e+08
-397.41,-1352.29,-34.0315,7,7.03e+08
-385.78,-1355.31,-34.5232,7,7.06e+08
-380.541,-1358.04,-34.6543,7,7.07e+08
-196.891,-1159.03,-33.0486,7,7.25e+08
-180.288,-1136.94,-32.6917,7,7.26e+08
-46.7378,-921.056,-29.9993,7,7.36e+08
94.1292,-681.244,-27.3152,7,7.47e+08
107.004,-662.659,-27.1253,7,7.48e+08
201.566,-507.541,-25.526,7,7.56e+08
359.467,-251.631,-23.0587,7,7.66e+08
373.67,-235.811,-22.8706,7,7.67e+08
510.309,-28.8541,-20.574,7,7.79e+08
547.165,16.7708,-19.22,7,7.85e+08
551.292,24.9611,-18.9864,7,7.86e+08
652.468,191.886,-15.1556,7,8.07e+08
658.516,197.65,-15.1527,7,8.08e+08
702.933,231.557,-11.9644,7,8.27e+08
712.48,242.704,-12.4085,7,8.28e+08
720.599,244.936,-12.8031,7,8.29e+08
791.687,381.045,-16.1351,7,8.38e+08
854.959,475.431,-20.3102,7,8.47e+08
855.541,468.61,-20.4153,7,8.48e+08
691.174,211.582,-8.16028,7,8.67e+08
677.064,199.768,-7.0586,7,8.68e+08
602.822,91.0951,-2.66701,7,8.77e+08
535.197,-17.8708,-0.495914,7,8.88e+08
523.72,-31.302,0.0994738,7,8.89e+08
486.96,-52.6834,0.387871,7,8.96e+08
474.01,-14.4109,-2.85385,7,9.07e+08
473.331,-10.8742,-3.21066,7,9.08e+08
504.622,149.366,-9.12697,7,9.19e+08
550.866,294.123,-14.1185,7,9.26e+08
557.713,317.163,-14.8164,7,9.27e+08
572.335,437.109,-17.9253,7,9.39e+08
568.859,478.252,-18.3693,7,9.45e+08
567.9,486.064,-18.4124,7,9.46e+08
553.991,614.583,-19.6475,7,9.69e+08
557.905,630.278,-20.0538,7,9.7e+08
637.641,945.045,-28.557,7,9.88e+08
639.605,960.376,-28.95,7,9.89e+08
683.875,1182.34,-33.6084,7,9.97e+08
756.916,1428.53,-40.4326,8,7e+06
764.127,1462.47,-41.0597,8,8e+06
861.347,1693.12,-48.5426,8,2.3e+07
877.165,1715.18,-49.7795,8,2.6e+07
882.804,1728.56,-50.248,8,2.7e+07
910.914,1821.85,-57.4907,8,4.5e+07
904.609,1823.69,-57.6459,8,4.6e+07
857.973,1821.52,-59.2248,8,5.3e+07
726.588,1745.09,-58.53,8,6.4e+07
712.027,1722.77,-58.3348,8,6.5e+07
354.14,1215.64,-42.5429,8,8.3e+07
343.415,1203.09,-42.4319,8,8.4e+07
258.81,1044.89,-40.5347,8,9.1e+07
92.4378,796.598,-35.2006,8,1.03e+08
82.7553,787.849,-35.0382,8,1.04e+08
-151.134,492.48,-29.5582,8,1.23e+08
-169.524,471.62,-29.1344,8,1.24e+08
-288.073,346.764,-26.2841,8,1.32e+08
-398.074,230.718,-23.3103,8,1.43e+08
-404.818,226.543,-23.0873,8,1.44e+08
-584.821,-21.6077,-20.3264,8,1.63e+08
-605.123,-56.2392,-20.5776,8,1.64e+08
-884.838,-433.885,-25.2903,8,1.77e+08
-972.858,-562.514,-26.5169,8,1.83e+08
-1007.19,-618.141,-27.3631,8,1.85e+08
-1156.03,-836.033,-29.6141,8,2.03e+08
-1154.47,-846.466,-29.1939,8,2.04e+08
-1029.02,-594.639,-12.9405,8,2.22e+08
-1016.86,-567.076,-11.6591,8,2.23e+08
-942.11,-445.08,-7.59213,8,2.41e+08
-944.669,-454.451,-8.30107,8,2.42e+08
-870.411,-369.351,-11.9686,8,2.6e+08
-861.397,-359.416,-11.9041,8,2.61e+08
-671.66,-129.056,-5.20858,8,2.76e+08
-623.16,-76.9628,-3.6574,8,2.8e+08
-610.553,-69.4531,-3.20204,8,2.81e+08
-448.963,74.5516,-1.06866,8,2.99e+08
-441.72,82.6306,-1.14945,8,3e+08
-433.209,90.2156,-1.11751,8,3.01e+08
-412.371,89.0794,-1.31328,8,3.04e+08
-356.43,35.7469,-4.44118,8,3.18e+08
-358.4,25.3728,-5.02058,8,3.19e+08
-359.439,16.5556,-5.53675,8,3.2e+08
-392.348,-232.864,-13.3461,8,3.38e+08
-392.04,-245.081,-13.6106,8,3.39e+08
-405.434,-374.183,-16.19,8,3.47e+08
-439.55,-560.648,-19.5446,8,3.57e+08
-445.18,-581.124,-19.9521,8,3.58e+08
-497.702,-742.207,-23.0511,8,3.66e+08
-497.407,-805.699,-23.6111,8,3.77e+08
-496.59,-805.244,-23.6937,8,3.78e+08
-480.455,-837.279,-23.8786,8,3.86e+08
-381.943,-759.577,-22.073,8,3.97e+08
-367.184,-752.503,-21.6809,8,3.98e+08
-241.153,-664.962,-19.9567,8,4.1e+08
-164.237,-617.6,-19.4668,8,4.19e+08
-157.121,-614.585,-19.4761,8,4.2e+08
16.0927,-388.564,-17.0922,8,4.38e+08
25.65,-370.246,-16.9825,8,4.39e+08
282.534,-14.6377,-13.6541,8,4.58e+08
296.68,7.10688,-13.5329,8,4.59e+08
517.864,296.121,-11.6187,8,4.78e+08
519.305,291.514,-11.4739,8,4.79e+08
548.877,314.461,-8.74433,8,4.97e+08
552.201,315.892,-8.69044,8,4.98e+08
584.505,350.245,-8.71932,8,5.05e+08
